Timestamp	What's your age group?	What's your highest degree?	If applicable, what field of study was your highest degree in?	Did you finish the course?	How many years have you been programming?	How many hours, on average, did you spend per week on the course? [Part 1: weeks 1 & 2 with Prof. Odersky]	How difficult did you find the course? [Part 1: weeks 1 & 2 with Prof. Odersky]	Do you feel the course was worth the time you invested in it?	Would you take a follow-up functional programming in Scala course, if it were offered?	What is your preferred editor, for use outside of this course?	What editor did you end up using for the majority of the course?	What experience do you have with other programming languages or paradigms? [Java]	What experience do you have with other programming languages or paradigms? [C / C++ / Objective-C]	What experience do you have with other programming languages or paradigms? [Python / Ruby / Perl / other scripting language]	What experience do you have with other programming languages or paradigms? [C#/.NET]	What experience do you have with other programming languages or paradigms? [Objective-C]	What experience do you have with other programming languages or paradigms? [JavaScript]	What experience do you have with other programming languages or paradigms? [Haskell / OCaml / ML / F#]	What interested you in the Principles of Reactive Programming course?	Where do you plan to apply what you've learned in this course?	How difficult did you find the homework assignments? [Part 1: weeks 1 & 2 with Prof. Odersky]	What experience do you have with other programming languages or paradigms? [Lisp / Scheme / Clojure]	What country do you live in?	What's your gender?	How difficult did you find the course? [Part 2: weeks 3 & 4 with Prof. Meijer]	How difficult did you find the course? [Part 3: weeks 5-7 with Dr. Kuhn]	How many hours, on average, did you spend per week on the course? [Part 2: weeks 3 & 4 with Prof. Meijer]	How many hours, on average, did you spend per week on the course? [Part 3: weeks 5-7 with Dr. Kuhn]	How difficult did you find the homework assignments? [Part 2: weeks 3 & 4 with Prof. Meijer]	How difficult did you find the homework assignments? [Part 3: weeks 5-7 with Dr. Kuhn]
1/16/2014 18:57:45	25-34	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	5-7 years	8-10 hours	4	4		IntelliJ	IntelliJ	I'm an expert	I have some experience writing code	No experience / not seen it at all	I've seen and understand some code		I have some experience writing code	I've seen and understand some code	Personal Interest/Curiosity	Personal projects	4	No experience / not seen it at all	United Kingdom	Male	5	3	8-10 hours	6-8 hours	5	3
1/16/2014 18:57:45	35-44	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	10-15 years	6-8 hours	3	4		Eclipse	Eclipse	I'm fluent	I have some experience writing code	I have some experience writing code	No experience / not seen it at all		I have some experience writing code	No experience / not seen it at all	Personal Interest/Curiosity	No application plans, attended for general interest	3	I've seen and understand some code	Germany	Male	3	3	8-10 hours	10+ hours	4	4
1/16/2014 18:57:47	25-34	Master's Degree (or equivalent)	Electrical Engineering	Yes	10-15 years	1-4 hours	3	4		Eclipse	Eclipse	I'm an expert	I'm fluent	I have some experience writing code	No experience / not seen it at all		I'm fluent	No experience / not seen it at all	Personal Interest/Curiosity	No application plans, attended for general interest	4	No experience / not seen it at all	Afghanistan	Male	4	3	1-4 hours	1-4 hours	4	4
1/16/2014 18:57:50	25-34	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	10-15 years	6-8 hours	3	4		IntelliJ	IntelliJ	I'm an expert	I have some experience writing code	I have some experience writing code	I'm fluent		I have some experience writing code	I've seen and understand some code	Personal Interest/Curiosity	No application plans, attended for general interest	3	I have some experience writing code	Norway	Male	4	4	6-8 hours	6-8 hours	4	4
1/16/2014 18:57:53	25-34	Master's Degree (or equivalent)	Computer Science	Yes	5-7 years	10+ hours	3	4		Eclipse	Eclipse	I'm an expert	I have some experience writing code	I have some experience writing code	I've seen and understand some code		I have some experience writing code	No experience / not seen it at all	Personal Interest/Curiosity	Team project at work	4	I've seen and understand some code	Switzerland	Male	4	4	10+ hours	10+ hours	4	4
1/16/2014 18:57:55	35-44	Bachelor's Degree (or equivalent)	Electrical Engineering	Yes	20+ years	6-8 hours	3	5		Visual Studio	Eclipse	I'm fluent	I'm fluent	I'm fluent	I'm fluent		I have some experience writing code	I've seen and understand some code	Personal Interest/Curiosity	Individual project at work	3	I've seen and understand some code	United States	Female	3	3	8-10 hours	6-8 hours	4	3
1/16/2014 18:58:01	25-34	Bachelor's Degree (or equivalent)	Computer Science	Yes	10-15 years	10+ hours	3	4		Eclipse	Eclipse	I'm an expert	I have some experience writing code	I have some experience writing code	I have some experience writing code		I have some experience writing code	I have some experience writing code	Personal Interest/Curiosity	Team project at work	3	I've seen and understand some code	Finland	Male	4	4	10+ hours	10+ hours	4	4
1/16/2014 18:58:25	25-34	Master's Degree (or equivalent)	Computer Science	Yes	7-10 years	6-8 hours	5	4		Visual Studio	Eclipse	I've seen and understand some code	I've seen and understand some code	No experience / not seen it at all	I'm an expert		I'm an expert	No experience / not seen it at all	Helps With Profession	Team project at work	4	No experience / not seen it at all	United States	Male	4	3	10+ hours	10+ hours	4	3
1/16/2014 18:58:29	25-34	Master's Degree (or equivalent)	Computer Science	Yes	10-15 years	6-8 hours	3	4		IntelliJ	IntelliJ	I'm an expert	I've seen and understand some code	I'm an expert	I have some experience writing code		I'm fluent	I've seen and understand some code	Helps With Profession	Personal projects	3	I've seen and understand some code	Russian Federation	Male	3	3	6-8 hours	10+ hours	4	4
1/16/2014 18:58:34	25-34	Master's Degree (or equivalent)	Computer/Software Engineering	No	3-5 years	1-4 hours	1	5		IntelliJ	Eclipse	I'm an expert	I've seen and understand some code	I have some experience writing code	I'm an expert		I'm fluent	I have some experience writing code	Helps With Profession	Team project at work	3	No experience / not seen it at all	France	Male	2	2	6-8 hours	8-10 hours	5	4
1/16/2014 18:58:39	35-44	Master's Degree (or equivalent)	Computer Science	Yes	7-10 years	8-10 hours	3	4		Eclipse	Eclipse	I'm an expert	I have some experience writing code	I have some experience writing code	No experience / not seen it at all		I'm fluent	I have some experience writing code	Personal Interest/Curiosity	No application plans, attended for general interest	3	I have some experience writing code	Austria	Male	4	3	10+ hours	10+ hours	4	3
1/16/2014 18:58:47	35-44	Master's Degree (or equivalent)	Statistics/Mathematics	Yes	20+ years	6-8 hours	3	4		Eclipse	Eclipse	I have some experience writing code	I have some experience writing code	I'm fluent	I've seen and understand some code		I've seen and understand some code	No experience / not seen it at all	Helps With Profession	Individual project at work	3	No experience / not seen it at all	United States	Male	5	4	8-10 hours	8-10 hours	5	4
1/16/2014 18:58:52	25-34	Master's Degree (or equivalent)	Statistics/Mathematics	No	7-10 years	4-6 hours	4	2		Eclipse	Eclipse	I'm fluent	I have some experience writing code	I have some experience writing code	I have some experience writing code		I've seen and understand some code	I'm fluent	University Studies	No application plans, attended for general interest	4	I have some experience writing code	France	Female	5	4	4-6 hours	1-4 hours	5	4
1/16/2014 18:58:53	45-54	Master's Degree (or equivalent)	Statistics/Mathematics	Yes	20+ years	1-4 hours	2	5		Eclipse	Eclipse	I'm an expert	I'm an expert	I have some experience writing code	I'm an expert		I've seen and understand some code	I've seen and understand some code	Helps With Profession	University projects	3	I've seen and understand some code	Netherlands	Male	4	3	4-6 hours	4-6 hours	4	3
1/16/2014 18:58:53	25-34	Bachelor's Degree (or equivalent)	Computer Science	Yes	5-7 years	6-8 hours	3	5		Visual Studio	Eclipse	I have some experience writing code	I'm fluent	I have some experience writing code	I've seen and understand some code		I have some experience writing code	I have some experience writing code	Personal Interest/Curiosity	Team project at work	3	I have some experience writing code	Ireland	Male	3	3	6-8 hours	6-8 hours	4	3
1/16/2014 18:59:04	25-34	Master's Degree (or equivalent)	Computer/Software Engineering	No	10-15 years	1-4 hours	3	4		Eclipse	Eclipse	I'm an expert	I have some experience writing code	I have some experience writing code	I have some experience writing code		I'm fluent	No experience / not seen it at all	Personal Interest/Curiosity	No application plans, attended for general interest	4	No experience / not seen it at all	Italy	Male	3	3	1-4 hours	1-4 hours	4	4
1/16/2014 18:59:15	10/17/2014	Bachelor's Degree (or equivalent)	Computer Science	Yes	5-7 years	1-4 hours	3	4		Eclipse	vim	I'm an expert	I'm fluent	I'm fluent	I have some experience writing code		I'm fluent	I have some experience writing code	Personal Interest/Curiosity	No application plans, attended for general interest	3	I'm fluent	Afghanistan	Male	4	3	1-4 hours	1-4 hours	4	3
1/16/2014 18:59:15	18-24	Master's Degree (or equivalent)	Statistics/Mathematics	Yes	3-5 years	6-8 hours	3	3		Visual Studio	Eclipse	I've seen and understand some code	I'm fluent	I've seen and understand some code	I've seen and understand some code		I have some experience writing code	I've seen and understand some code	Personal Interest/Curiosity	No application plans, attended for general interest	2	No experience / not seen it at all	France	Male	3	3	10+ hours	10+ hours	3	4
1/16/2014 18:59:31	25-34	Bachelor's Degree (or equivalent)	Computer/Software Engineering	Yes	10-15 years	4-6 hours	4	4		IntelliJ	Eclipse	I'm fluent	I'm fluent	I've seen and understand some code	I'm fluent		I've seen and understand some code	No experience / not seen it at all	Personal Interest/Curiosity	Personal projects	4	No experience / not seen it at all	Peru	Male	4	4	4-6 hours	4-6 hours	4	4
1/16/2014 18:59:31	18-24	Master's Degree (or equivalent)	Computer Science	Yes	1-2 years	6-8 hours	4	4		Notepad++	Eclipse	I have some experience writing code	I have some experience writing code	I have some experience writing code	I've seen and understand some code		I have some experience writing code	I've seen and understand some code	Personal Interest/Curiosity	Personal projects	4	No experience / not seen it at all	United Kingdom	Male	5	3	8-10 hours	6-8 hours	5	3
1/16/2014 18:59:33	25-34	Bachelor's Degree (or equivalent)	Computer/Software Engineering	Yes	10-15 years	4-6 hours	4	4		IntelliJ	Eclipse	I'm fluent	I'm fluent	I've seen and understand some code	I'm fluent		I've seen and understand some code	No experience / not seen it at all	Personal Interest/Curiosity	Personal projects	4	No experience / not seen it at all	Peru	Male	4	4	4-6 hours	4-6 hours	4	4
1/16/2014 18:59:52	35-44	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	15-20 years	1-4 hours	3	4		IntelliJ	Eclipse	I'm fluent	I've seen and understand some code	I'm fluent	I've seen and understand some code		I've seen and understand some code	I've seen and understand some code	Personal Interest/Curiosity	Personal projects	3	I have some experience writing code	South Africa	Male	4	4	8-10 hours	8-10 hours	4	5
1/16/2014 18:59:56	18-24	High School (or equivalent)		Yes	5-7 years	6-8 hours	3	5		Eclipse	Eclipse	I've seen and understand some code	I'm fluent	I've seen and understand some code	No experience / not seen it at all		No experience / not seen it at all	No experience / not seen it at all	University Studies	University projects	4	No experience / not seen it at all	Greece	Male	3	3	6-8 hours	4-6 hours	4	2
1/16/2014 19:00:27	25-34	Bachelor's Degree (or equivalent)	Computer Science	Yes	7-10 years	4-6 hours	2	4		Sublime Text	Eclipse	I'm fluent	I'm fluent	I'm fluent	I have some experience writing code		I've seen and understand some code	No experience / not seen it at all	Personal Interest/Curiosity	Team project at work	2	No experience / not seen it at all	Bosnia And Herzegovina	Male	4	3	6-8 hours	6-8 hours	3	3
1/16/2014 19:00:31	25-34	Bachelor's Degree (or equivalent)	Computer/Software Engineering	Yes	5-7 years	6-8 hours	4	5		Eclipse	Eclipse	I'm an expert	I have some experience writing code	I'm fluent	No experience / not seen it at all		I have some experience writing code	No experience / not seen it at all	Personal Interest/Curiosity	Individual project at work	4	I've seen and understand some code	India	Male	5	5	10+ hours	10+ hours	5	5
1/16/2014 19:00:36	35-44	Master's Degree (or equivalent)	Computer Science	Yes	10-15 years	4-6 hours	3	5		Eclipse	Eclipse	I'm fluent	I have some experience writing code	I have some experience writing code	No experience / not seen it at all		I have some experience writing code	No experience / not seen it at all	Helps With Profession	Team project at work	4	I have some experience writing code	South Africa	Male	4	4	8-10 hours	6-8 hours	4	4
1/16/2014 19:00:41	25-34	Bachelor's Degree (or equivalent)	Computer Science	Yes	7-10 years	4-6 hours	3	4		IntelliJ	Eclipse	I have some experience writing code	I have some experience writing code	I'm fluent	No experience / not seen it at all		I have some experience writing code	I've seen and understand some code	Personal Interest/Curiosity	Individual project at work	3	I've seen and understand some code	Russian Federation	Male	3	2	4-6 hours	4-6 hours	3	3
1/16/2014 19:00:47	25-34	Bachelor's Degree (or equivalent)	Electrical Engineering	No	5-7 years	10+ hours	4	4		Eclipse	Eclipse	I'm an expert	I've seen and understand some code	I have some experience writing code	No experience / not seen it at all		I have some experience writing code	No experience / not seen it at all	Helps With Profession	No application plans, attended for general interest	4	No experience / not seen it at all	India	Male	4	4	10+ hours	10+ hours	4	4
1/16/2014 19:00:55	25-34	Master's Degree (or equivalent)	Computer Science	Yes	3-5 years	4-6 hours	3	3		vim	Eclipse	I've seen and understand some code	I've seen and understand some code	I'm fluent	I've seen and understand some code		I have some experience writing code	I've seen and understand some code	Personal Interest/Curiosity	No application plans, attended for general interest	2	I've seen and understand some code	Ukraine	Male	3	3	8-10 hours	8-10 hours	4	4
1/16/2014 19:01:08	25-34	Master's Degree (or equivalent)	Computer Science	No	1-2 years	1-4 hours	3	4		Eclipse	Eclipse	I'm fluent	I have some experience writing code	I have some experience writing code	No experience / not seen it at all		No experience / not seen it at all	I have some experience writing code	Personal Interest/Curiosity	Individual project at work	4	No experience / not seen it at all	Venezuela	Male	5	4	6-8 hours	6-8 hours	5	4
1/16/2014 19:01:21	45-54	Master's Degree (or equivalent)	Computer/Software Engineering	No	20+ years	1-4 hours	3	2		Visual Studio	None	I'm fluent	I'm an expert	I have some experience writing code	I'm an expert		I have some experience writing code	I've seen and understand some code	Personal Interest/Curiosity	No application plans, attended for general interest	4	I have some experience writing code	Switzerland	Male	4	3	1-4 hours	1-4 hours	4	4
1/16/2014 19:01:21	25-34	Some College (or equivalent)	Computer Science	Yes	7-10 years	10+ hours	3	5		Eclipse	Eclipse	I have some experience writing code	I'm an expert	I have some experience writing code	I'm fluent		I've seen and understand some code	I've seen and understand some code	Helps With Profession	Individual project at work	3	I have some experience writing code	New Zealand	Male	4	4	10+ hours	10+ hours	4	4
1/16/2014 19:01:43	45-54	Master's Degree (or equivalent)	Computer/Software Engineering	No	15-20 years	4-6 hours	3	4		IntelliJ	Eclipse	I'm an expert	I'm fluent	I have some experience writing code	I've seen and understand some code		I have some experience writing code	No experience / not seen it at all	Helps With Profession	Individual project at work	2	I have some experience writing code	Germany	Male	5	4	6-8 hours	4-6 hours	5	4
1/16/2014 19:01:51	18-24	Master's Degree (or equivalent)	Statistics/Mathematics	Yes	7-10 years	6-8 hours	2	5		Netbeans	Eclipse	I'm fluent	I have some experience writing code	I have some experience writing code	I have some experience writing code		I've seen and understand some code	No experience / not seen it at all	Personal Interest/Curiosity	No application plans, attended for general interest	4	No experience / not seen it at all	Russian Federation	Male	3	3	6-8 hours	8-10 hours	4	4
